,ID,Room,UserID,GameName,GameColor,ObjID,CityID,Army,ObjName,ObjDataID,ObjSup,ObjSon,ObjSonNum,ObjSpace,ObjFlag,ObjPos,ObjIco,ObjIcon,ObjType,ObjRot,ObjStep,ObjStepMax,ObjPass,ObjBlood,ObjBlood2,ObjKeep,ObjSee,ObjHide,ObjAim,ObjValue,ObjValue2,ObjTime,ObjDate,ObjMoney,ObjRound,ObjAttack,ObjRadar,ObjRes,ObjRes2,Slope,A0,B0,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,F0,F1,F2,F3,R1,R2,R3,R4,R5,S1,S2,S3,S4,S5,Wz,Title,WARID
10,56,5,44,xin,BLUE,13275,0,122,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,60,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13274,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室5,201853015938
11,63,5,50,zp,RED,13279,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,120,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13278,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室5,201853015938
12,130,9,59,sa123,RED,13575,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13574,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室9,2018530164933
13,142,2,62,wuxianhou,RED,13690,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,300,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13689,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室2,2018530171015
14,144,2,62,wuxianhou,BLUE,13682,0,121,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,0,3,3,0,1,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13681,2,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室2,2018530171015
15,145,2,62,wuxianhou,BLUE,13684,0,122,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,0,3,3,0,1,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13683,2,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室2,2018530171015
16,138,5,61,tian,BLUE,13654,0,121,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,60,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13653,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室5,2018530171645
17,139,5,60,Cu,RED,13660,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,300,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13659,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室5,2018530171645
18,141,5,60,Cu,RED,13662,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13661,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室5,2018530171645
19,155,4,67,xqj,RED,13741,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,120,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13740,1,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室4,2018530172627
20,156,4,67,xqj,RED,13743,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13742,1,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室4,2018530172627
21,169,2,62,wuxianhou,RED,13765,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,300,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13764,1,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室2,2018530172812
22,170,2,62,wuxianhou,RED,13767,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13766,1,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室2,2018530172812
23,171,2,62,wuxianhou,BLUE,13759,0,121,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,300,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13758,2,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室2,2018530172812
24,172,2,62,wuxianhou,BLUE,13761,0,122,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,300,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13760,2,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室2,2018530172812
25,163,19,70,1525009,RED,13447,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13446,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室19,2018530173542
26,50,1,33,XB,RED,13473,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,240,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13472,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室1,2018530174045
27,177,5,71,fang,BLUE,13785,0,121,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,300,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13784,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室5,201853018567
28,180,5,71,fang,RED,13793,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,120,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13792,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室5,201853018567
29,118,8,50,zp,RED,13589,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13588,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室8,2018530194850
30,119,8,50,zp,RED,13591,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13590,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室8,2018530194850
31,120,15,49,sd123,RED,13399,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,120,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13398,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室15,2018530195045
32,121,15,49,sd123,RED,13401,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,120,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13400,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室15,2018530195045
33,96,10,36,jinzhengyuan,BLUE,13333,0,121,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,0,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13332,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室10,2018530195148
34,97,10,36,jinzhengyuan,BLUE,13335,0,122,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,300,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13334,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室10,2018530195148
35,98,10,32,kun,RED,13339,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13338,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室10,2018530195148
36,99,10,32,kun,RED,13341,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,60,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13340,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室10,2018530195148
37,147,9,63,acc,RED,13717,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13716,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室9,201853019549
38,149,9,63,acc,BLUE,13713,0,122,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,300,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13712,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室9,201853019549
39,220,17,86,xjy,RED,13731,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,120,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13730,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室17,2018530195621
40,221,17,86,xjy,RED,13729,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,120,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13728,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室17,2018530195621
41,222,17,86,xjy,BLUE,13723,0,121,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,60,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13722,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室17,2018530195621
42,223,17,86,xjy,BLUE,13725,0,122,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,0,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13724,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室17,2018530195621
43,90,13,42,WG,RED,13377,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,240,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13376,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室13,2018530195835
44,278,15,49,sd123,RED,14098,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14097,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室15,201853020198
45,304,11,75,fcc,BLUE,14211,0,122,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,300,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14210,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室11,2018530202050
46,306,11,87,t1,RED,14217,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,240,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14216,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室11,2018530202050
47,224,4,71,fang,BLUE,13977,0,121,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,0,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13976,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室4,201853020217
48,246,8,30,qy,RED,14022,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14021,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室8,2018530202354
49,202,1,78,haoshuai,RED,13959,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13958,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室1,201853020240
50,280,9,33,XB,RED,14113,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14112,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室9,2018530202516
51,267,10,98,liushengyue1,RED,14073,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14072,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室10,2018530202556
52,288,17,104,ch1512108,BLUE,14146,0,122,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,60,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14145,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室17,201853020296
53,269,3,102,so,BLUE,14054,0,122,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,180,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14053,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室3,2018530203039
54,233,14,92,tandong0,RED,13856,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,13855,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室14,2018530203052
55,307,13,88,哦,BLUE,14223,0,122,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,0,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14222,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室13,201853020311
56,321,2,79,456789,RED,14317,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,240,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14316,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室2,2018530203249
57,322,2,79,456789,RED,14315,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,240,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14314,1,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室2,2018530203249
58,324,2,62,wuxianhou,BLUE,14309,0,121,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,0,3,3,0,1,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14308,2,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室2,2018530203249
59,336,15,113,qwe,RED,14382,0,121,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14381,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室15,2018530204027
60,337,15,113,qwe,RED,14384,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14383,0,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室15,2018530204027
61,341,15,44,xin,BLUE,14376,0,121,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,60,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14375,2,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室15,2018530204027
62,342,15,44,xin,BLUE,14378,0,122,步兵小队,6,0,,0,0,BLUE,0,BIA-98,BIA98,1,0,3,3,0,3,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14377,2,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室15,2018530204027
63,397,3,62,wuxianhou,RED,14608,0,122,步兵小队,1,0,,0,0,RED,0,PLA-98,PLA98,1,180,3,3,0,0,3,0,0,0,0,4,0,0,1900-01-01 00:00:00,14607,1,0,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室3,2018530205836
