ID,Title,Flag,Num,Num2,Exe,UserID,ObjStepMax,Time1,Expired,Ditu,Moban,ScoreID,RoundTime,WaitTime,ShootTime,FireTime,AllTime,IsOK,MapID,Red,Blue,FirstColor,GridPX,GridMeter,mapY,mapX,GmapdiffX,MapDiffX,GmapZoom,WmapZoom,EleLow,EleDiv,CssFile,JmColor,JmResult,LogBak
19,推演室19,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 17:05:41,2018-05-30 17:35:41,83,1001,80048,90,10,30,10,30,1,2018530173542,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
1,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 14:38:47,2018-05-30 15:08:47,83,1001,80048,90,10,30,10,30,1,2018530174045,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
5,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 17:10:34,2018-05-30 17:40:34,83,1001,80048,90,10,30,10,30,1,201853018567,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
4,推演室4,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 17:27:54,2018-05-30 17:57:54,83,1001,80048,90,10,30,10,30,1,2018530194551,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
6,推演室6,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 16:28:24,2018-05-30 16:58:24,83,1001,80048,90,10,30,10,30,1,2018530194617,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
7,推演室7,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 14:51:27,2018-05-30 15:21:27,83,1001,80048,90,10,30,10,30,1,2018530194752,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
8,推演室8,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 15:46:16,2018-05-30 16:16:16,83,1001,80048,90,10,30,10,30,1,2018530194850,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
15,推演室15,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 15:21:09,2018-05-30 15:51:09,83,1001,80048,90,10,30,10,30,1,2018530195045,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
3,推演室3,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 15:42:12,2018-05-30 16:12:12,83,1001,80048,90,10,30,10,30,1,2018530195055,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
10,推演室10,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 15:12:40,2018-05-30 15:42:40,83,1001,80048,90,10,30,10,30,1,2018530195148,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
9,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 16:49:55,2018-05-30 17:19:55,83,1001,80048,90,10,30,10,30,1,201853019549,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
17,推演室17,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:26:20,2018-05-30 19:56:20,83,1001,80048,90,10,30,10,30,1,2018530195621,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
20,推演室20,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 15:21:39,2018-05-30 15:51:39,83,1001,80048,90,10,30,10,30,1,2018530195719,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
13,推演室13,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 15:05:42,2018-05-30 15:35:42,83,1001,80048,90,10,30,10,30,1,2018530195835,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
5,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1001,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
15,推演室15,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:48:30,2018-05-30 20:18:30,83,1001,80048,90,10,30,10,30,1,201853020198,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
11,推演室11,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:59:49,2018-05-30 20:29:49,83,1001,80048,90,10,30,10,30,1,2018530202050,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
18,推演室18,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:50:56,2018-05-30 20:20:56,83,1001,80048,90,10,30,10,30,1,2018530202057,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
7,推演室7,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:51:16,2018-05-30 20:21:16,83,1001,80048,90,10,30,10,30,1,2018530202117,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
16,推演室16,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:51:28,2018-05-30 20:21:28,83,1001,80048,90,10,30,10,30,1,2018530202129,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
4,推演室4,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:48:37,2018-05-30 20:18:37,83,1001,80048,90,10,30,10,30,1,201853020217,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
8,推演室8,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:53:53,2018-05-30 20:23:53,83,1001,80048,90,10,30,10,30,1,2018530202354,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
1,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:32:39,2018-05-30 20:02:39,83,1001,80048,90,10,30,10,30,1,201853020240,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
9,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:55:15,2018-05-30 20:25:15,83,1001,80048,90,10,30,10,30,1,2018530202516,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
10,推演室10,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:55:56,2018-05-30 20:25:56,83,1001,80048,90,10,30,10,30,1,2018530202556,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
17,推演室17,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:59:06,2018-05-30 20:29:06,83,1001,80048,90,10,30,10,30,1,201853020296,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
3,推演室3,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:53:09,2018-05-30 20:23:09,83,1001,80048,90,10,30,10,30,1,2018530203039,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
14,推演室14,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:49:03,2018-05-30 20:19:03,83,1001,80048,90,10,30,10,30,1,2018530203052,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
13,推演室13,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:01:00,2018-05-30 20:31:00,83,1001,80048,90,10,30,10,30,1,201853020311,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
2,推演室2,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:02:48,2018-05-30 20:32:48,83,1001,80048,90,10,30,10,30,1,2018530203249,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
20,推演室20,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:58:26,2018-05-30 20:28:26,83,1001,80048,90,10,30,10,30,1,2018530203630,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
1,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:05:29,2018-05-30 20:35:29,83,1001,80048,90,10,30,10,30,1,201853020364,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
19,推演室19,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1001,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
15,推演室15,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:08:05,2018-05-30 20:38:05,83,1001,80048,90,10,30,10,30,1,2018530204027,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
6,推演室6,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:19:40,2018-05-30 20:49:40,83,1001,80048,90,10,30,10,30,1,2018530204940,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
5,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:16:53,2018-05-30 20:46:53,83,1001,80048,90,10,30,10,30,1,2018530205139,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
7,推演室7,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:22:40,2018-05-30 20:52:40,83,1001,80048,90,10,30,10,30,1,2018530205240,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
10,推演室10,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:27:13,2018-05-30 20:57:13,83,1001,80048,90,10,30,10,30,1,2018530205713,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
4,推演室4,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:27:27,2018-05-30 20:57:27,83,1001,80048,90,10,30,10,30,1,2018530205726,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
3,推演室3,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:28:36,2018-05-30 20:58:36,83,1001,80048,90,10,30,10,30,1,2018530205836,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
19,推演室19,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1001,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
6,推演室6,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:38:38,2018-05-30 20:08:38,83,1001,80048,90,10,30,10,30,1,201853020838,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
2,推演室2,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 19:39:36,2018-05-30 20:09:36,83,1001,80048,90,10,30,10,30,1,201853020937,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
8,推演室8,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:30:15,2018-05-30 21:00:15,83,1001,80048,90,10,30,10,30,1,201853021017,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
17,推演室17,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:30:32,2018-05-30 21:00:32,83,1001,80048,90,10,30,10,30,1,201853021031,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
16,推演室16,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:30:42,2018-05-30 21:00:42,83,1001,80048,90,10,30,10,30,1,201853021043,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
11,推演室11,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:33:55,2018-05-30 21:03:55,83,1001,80048,90,10,30,10,30,1,201853021356,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
1,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1001,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
5,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:59:24,2018-05-30 21:29:24,83,1001,80048,90,10,30,10,30,1,201853022196,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
1,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 22:00:10,2018-05-30 22:30:10,83,1001,80048,90,10,30,10,30,1,2018530223010,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
19,推演室19,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 20:40:34,2018-05-30 21:10:34,83,1001,80048,90,10,30,10,30,1,2018530223328,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
7,推演室7,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 21:03:29,2018-05-30 21:33:29,83,1001,80048,90,10,30,10,30,1,2018530225448,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
8,推演室8,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1001,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
10,推演室10,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 22:45:43,2018-05-30 23:15:43,83,1001,80048,90,10,30,10,30,1,2018530231544,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
17,推演室17,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 22:48:20,2018-05-30 23:18:20,83,1001,80048,90,10,30,10,30,1,2018530231822,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
7,推演室7,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 22:48:03,2018-05-30 23:18:03,83,1001,80048,90,10,30,10,30,1,201853023183,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
1,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 22:34:27,2018-05-30 23:04:27,83,1001,80048,90,10,30,10,30,1,201853023428,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
5,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 22:25:15,2018-05-30 22:55:15,83,1001,80048,90,10,30,10,30,1,2018530235236,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
19,推演室19,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 22:38:50,2018-05-30 23:08:50,83,1001,80048,90,10,30,10,30,1,201853023851,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
7,推演室7,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-30 23:45:40,2018-05-31 00:15:40,83,1001,80048,90,10,30,10,30,1,201853101541,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
6,推演室6,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1001,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
1,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1001,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
8,推演室8,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 10:21:34,2018-05-31 10:51:34,83,1001,80048,90,10,30,10,30,1,2018531121342,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
9,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 10:42:13,2018-05-31 11:12:13,83,1001,80048,90,10,30,10,30,1,2018531121916,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
1,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 12:20:38,2018-05-31 12:50:38,83,1001,80048,90,10,30,10,30,1,2018531125039,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
6,推演室6,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 12:35:57,2018-05-31 13:05:57,83,1001,80048,90,10,30,10,30,1,201853113559,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
17,推演室17,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 12:36:08,2018-05-31 13:06:08,83,1001,80048,90,10,30,10,30,1,2018531143443,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
4,推演室4,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 10:14:33,2018-05-31 10:44:33,83,1001,80048,90,10,30,10,30,1,2018531144320,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
4,推演室4,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 14:44:38,2018-05-31 15:14:38,83,1001,80048,90,10,30,10,30,1,2018531151438,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
9,推演室9,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 14:46:37,2018-05-31 15:16:37,83,1001,80048,90,10,30,10,30,1,2018531151637,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
20,推演室20,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 15:10:27,2018-05-31 15:40:27,83,1001,80048,90,10,30,10,30,1,2018531154028,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
4,推演室4,"RED|红方,BLUE|蓝方",0,2,0,1,0,,,83,1001,80048,90,10,30,10,30,1,,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},0
1,推演室1,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 14:32:37,2018-05-31 15:02:37,83,1001,80048,90,10,30,10,30,1,2018531154942,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
19,推演室19,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 14:36:19,2018-05-31 15:06:19,83,1001,80048,90,10,30,10,30,1,201853115619,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
5,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 14:36:19,2018-05-31 15:06:19,83,1001,80048,90,10,30,10,30,1,201853115620,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
19,推演室19,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 15:32:32,2018-05-31 16:02:32,83,1001,80048,90,10,30,10,30,1,201853116232,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
5,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 15:07:42,2018-05-31 15:37:42,83,1001,80048,90,10,30,10,30,1,2018531163810,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,RED,{},1
2,推演室2,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 10:10:22,2018-05-31 10:40:22,83,1001,80048,90,10,30,10,30,1,2018531164516,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
10,推演室10,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 14:54:37,2018-05-31 15:24:37,83,1001,80048,90,10,30,10,30,1,2018531165027,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
5,推演室5,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 16:28:10,2018-05-31 16:58:10,83,1001,80048,90,10,30,10,30,1,2018531165811,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
13,推演室13,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 15:33:51,2018-05-31 16:03:51,83,1001,80048,90,10,30,10,30,1,2018531165943,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,,{},1
8,推演室8,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 15:50:43,2018-05-31 16:20:43,83,1001,80048,90,10,30,10,30,1,2018531165957,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
19,推演室19,"RED|红方,BLUE|蓝方",0,2,0,1,0,2018-05-31 16:49:57,2018-05-31 17:19:57,83,1001,80048,90,10,30,10,30,1,2018531171958,,,RED,52,200,38.541516,114.481957,0.001116,0.024724,15,13,90,10,9,BLUE,{},1
