,ID,Room,UserID,GameName,GameColor,Army,ObjName,ObjDataID,ObjSup,ObjSon,ObjSonNum,ObjSonName,ObjSpace,ObjFlag,ObjPos,ObjIco,ObjIcon,ObjType,ObjRot,ObjStep,ObjStepMax,ObjPass,ObjBlood,ObjBlood2,ObjKeep,ObjSee,ObjHide,ObjAim,ObjValue,ObjValue2,ObjMoney,ObjRound,ObjAttack,ObjDate,ObjRadar,ObjRes,ObjRes2,Slope,A0,B0,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,F0,F1,F2,F3,R1,R2,R3,R4,R5,S1,S2,S3,S4,S5,Wz,Title,WARID
17,13494,6,31,hexin,RED,112,重型坦克,57,0,,0,,0,RED,80044,M60A3,GYL,2,0,6,6,0,3,3,0,80046,0,0,9,0,0,9,9,2018-05-30 14:51:52,0,0,0,30,0,3,1,0,4,0,0,0,0,0,0,0,0,1,28,4,8,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"37, 43, 69",推演室6,2018530145544
18,13496,6,31,,RED,121,中型战车,63,0,"PLA-95,PLA-98",0,步兵小队,1,RED,80045,LAV,09,2,300,6,6,0,3,3,0,80046,2,0,6,0,0,9,0,2018-05-30 14:51:55,0,0,0,25,0,2,0,0,4,0,0,0,0,0,0,0,0,1,40,4,8,3,0,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"56, 43, 69",推演室6,2018530145544
19,13498,6,31,,RED,122,中型战车,63,0,"PLA-95,PLA-98",0,步兵小队,1,RED,80043,LAV,09,2,180,6,6,0,3,3,0,80041,0,0,6,0,0,5,0,2018-05-30 14:47:44,0,0,0,25,0,2,0,0,4,0,0,0,0,0,0,0,0,1,40,4,14,3,0,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"56, 43, 69",推演室6,2018530145544
20,13505,6,31,hexin,RED,122,步兵小队,1,0,,0,,0,RED,80047,PLA-98,PLA98,1,180,3,3,0,3,3,0,80045,0,0,4,0,13497,7,0,2018-05-30 14:50:15,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室6,2018530145544
21,13506,6,31,hexin,BLUE,122,步兵小队,6,0,,0,,0,BLUE,90050,BIA-98,BIA98,1,0,3,3,0,3,3,0,90052,0,0,4,0,13491,8,0,2018-05-30 14:50:40,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室6,2018530145544
22,13507,6,31,hexin,BLUE,121,步兵小队,6,0,,0,,0,BLUE,80051,BIA-98,BIA98,1,0,3,3,0,3,3,0,80053,0,0,4,0,13489,8,10,2018-05-30 14:50:47,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,9,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室6,2018530145544
23,13510,6,31,hexin,RED,121,步兵小队,1,0,,0,,0,RED,80048,PLA-98,PLA98,1,180,3,3,0,2,3,0,0,0,0,4,0,13495,7,0,1900-01-01 00:00:00,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室6,2018530145544
24,13342,11,39,ycj,BLUE,111,坦克,60,0,,0,,0,BLUE,140052,T80,T80,2,47,6,2,0,0,3,0,140050,0,0,10,0,0,16,16,2018-05-30 15:05:27,0,0,0,30,0,4,1,0,0,0,0,0,0,0,0,0,0,1,28,0,8,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"36, 43",推演室11,2018530151212
25,13343,11,39,ycj,BLUE,112,坦克,60,0,,0,,0,BLUE,90050,T80,T80,2,60,6,1,0,3,3,0,90051,0,0,10,0,0,20,20,2018-05-30 15:10:59,0,0,0,30,0,4,1,0,0,0,0,0,0,0,0,0,0,1,27,0,8,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"36, 43",推演室11,2018530151212
26,13345,11,39,,BLUE,121,战车,32,0,"BIA-AK,COD-M4,BIA-98,COD-98",0,步兵小队,1,BLUE,80072,BMPIQ,BMP,2,120,7,7,0,3,3,0,80071,2,0,8,0,0,18,0,2018-05-30 14:56:15,0,0,0,30,0,3,0,0,4,0,0,0,0,0,0,0,0,1,40,4,8,2,0,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"54, 56, 43, 69",推演室11,2018530151212
27,13347,11,39,,BLUE,122,战车,32,0,"BIA-AK,COD-M4,BIA-98,COD-98",0,步兵小队,1,BLUE,80049,BMPIQ,BMP,2,240,7,0,0,3,3,0,80048,0,0,8,0,0,20,0,2018-05-30 15:11:29,0,0,0,30,0,3,0,0,4,0,0,0,0,0,0,0,0,1,40,4,8,2,0,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"54, 56, 43, 69",推演室11,2018530151212
28,13348,11,51,羿,RED,111,重型坦克,57,0,,0,,0,RED,110038,M60A3,GYL,2,180,6,0,0,0,3,14,110036,0,0,9,0,0,13,11,2018-05-30 15:00:45,0,0,0,30,0,3,1,0,4,0,0,0,0,0,0,0,0,1,29,4,14,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"37, 43, 69",推演室11,2018530151212
29,13349,11,51,羿,RED,112,重型坦克,57,0,,0,,0,RED,80043,M60A3,GYL,2,180,6,0,0,3,3,0,80041,0,0,9,0,0,19,17,2018-05-30 15:09:42,0,0,0,30,0,3,1,0,4,0,0,0,0,0,0,0,0,1,29,4,14,2,1,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"37, 43, 69",推演室11,2018530151212
30,13351,11,51,,RED,121,中型战车,63,0,"PLA-95,PLA-98",0,步兵小队,1,RED,110034,LAV,09,2,0,6,6,0,0,3,0,110036,0,0,6,0,0,7,0,2018-05-30 14:51:26,0,0,0,25,0,2,0,0,4,0,0,0,0,0,0,0,0,1,40,4,14,3,1,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"56, 43, 69",推演室11,2018530151212
31,13353,11,51,,RED,122,中型战车,63,0,"PLA-95,PLA-98",0,步兵小队,1,RED,80048,LAV,09,2,180,6,6,0,0,3,0,80047,0,0,6,0,0,13,19,2018-05-30 14:57:56,1,0,0,25,0,2,0,0,4,0,0,0,0,0,0,0,0,1,38,4,8,3,2,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"56, 43, 69",推演室11,2018530151212
32,13509,11,39,ycj,BLUE,122,步兵小队,6,0,,0,,0,BLUE,80050,BIA-98,BIA98,1,60,3,3,0,1,3,18,80051,0,0,4,0,13346,18,0,2018-05-30 15:08:04,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室11,2018530151212
33,13511,11,39,ycj,BLUE,121,步兵小队,6,0,,0,,0,BLUE,80050,BIA-98,BIA98,1,60,3,3,2,2,3,19,80051,0,0,4,0,13344,18,0,2018-05-30 15:08:15,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室11,2018530151212
34,13515,11,51,羿,RED,121,步兵小队,1,0,,0,,0,RED,110034,PLA-98,PLA98,1,0,3,3,0,3,3,0,0,0,0,4,0,13350,7,0,1900-01-01 00:00:00,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室11,2018530151212
35,13516,11,51,羿,RED,122,步兵小队,1,0,,0,,0,RED,80038,PLA-98,PLA98,1,180,3,3,0,3,3,0,0,0,0,4,0,13352,7,0,1900-01-01 00:00:00,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室11,2018530151212
36,13318,9,41,zcrzw,BLUE,111,坦克,60,0,,0,,0,BLUE,80054,T80,T80,2,0,6,6,0,3,3,0,80056,0,0,10,0,0,10,0,2018-05-30 14:57:17,0,0,0,30,0,4,1,0,0,0,0,0,0,0,0,0,0,1,30,0,8,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"36, 43",推演室9,2018530151256
37,13319,9,41,zcrzw,BLUE,112,坦克,60,0,,0,,0,BLUE,70059,T80,T80,2,60,6,6,0,3,3,0,80060,0,0,10,0,0,10,10,2018-05-30 14:57:08,0,0,0,30,0,4,1,0,0,0,0,0,0,0,0,0,0,1,29,0,8,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"36, 43",推演室9,2018530151256
38,13321,9,41,,BLUE,121,战车,32,0,"BIA-AK,COD-M4,BIA-98,COD-98",0,步兵小队,1,BLUE,90055,BMPIQ,BMP,2,300,7,7,0,0,3,9,90053,0,0,8,0,0,6,9,2018-05-30 14:51:06,0,0,0,30,0,3,0,0,4,0,0,0,0,0,0,0,0,1,39,4,14,2,0,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"54, 56, 43, 69",推演室9,2018530151256
39,13323,9,41,,BLUE,122,战车,32,0,"BIA-AK,COD-M4,BIA-98,COD-98",0,步兵小队,1,BLUE,80072,BMPIQ,BMP,2,346,7,7,0,3,3,0,80071,0,0,8,0,0,10,15,2018-05-30 14:56:58,0,0,0,30,0,3,0,0,3,0,0,0,0,0,0,0,0,1,40,4,8,2,0,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"54, 56, 43, 69",推演室9,2018530151256
40,13324,9,30,qy,RED,111,重型坦克,57,0,,0,,0,RED,80048,M60A3,GYL,2,180,6,6,0,3,3,0,80046,0,0,9,0,0,13,9,2018-05-30 15:01:08,0,0,0,30,0,3,1,0,4,0,0,0,0,0,0,0,0,1,29,4,8,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"37, 43, 69",推演室9,2018530151256
41,13325,9,30,qy,RED,112,重型坦克,57,0,,0,,0,RED,90052,M60A3,GYL,2,120,6,0,0,0,3,13,90051,0,0,9,0,0,13,13,2018-05-30 15:01:25,0,0,0,30,0,3,1,0,4,0,0,0,0,0,0,0,0,1,27,4,8,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"37, 43, 69",推演室9,2018530151256
42,13327,9,30,qy,RED,121,中型战车,63,0,"PLA-95,PLA-98",0,步兵小队,1,RED,100044,LAV,09,2,0,6,0,0,0,3,0,100046,0,0,6,0,0,15,0,2018-05-30 15:04:27,0,0,0,25,0,2,0,0,4,0,0,0,0,0,0,0,0,1,40,4,8,3,2,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"56, 43, 69",推演室9,2018530151256
43,13329,9,30,qy,RED,122,中型战车,63,13328,"PLA-95,PLA-98",1,步兵小队,1,RED,100053,LAV,09,2,180,6,1,0,0,3,0,100051,0,0,6,0,0,9,0,2018-05-30 14:55:16,0,0,0,25,0,2,0,0,4,0,0,0,0,0,0,0,0,1,40,4,8,3,0,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"56, 43, 69",推演室9,2018530151256
44,13508,9,30,qy,RED,121,步兵小队,1,0,,0,,0,RED,50036,PLA-98,PLA98,1,180,3,3,0,3,3,0,0,0,0,4,0,13326,5,0,1900-01-01 00:00:00,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室9,2018530151256
45,13512,9,41,zcrzw,BLUE,122,步兵小队,6,0,,0,,0,BLUE,80053,BIA-98,BIA98,1,300,3,3,0,3,3,0,90054,0,0,4,0,13322,8,13,2018-05-30 14:53:47,0,0,0,40,0,0,0,0,3,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室9,2018530151256
46,13514,9,41,zcrzw,BLUE,121,步兵小队,6,0,,0,,0,BLUE,90052,BIA-98,BIA98,1,300,3,3,0,3,3,0,90053,0,0,4,0,13320,8,13,2018-05-30 14:53:48,0,0,0,40,0,0,0,0,3,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室9,2018530151256
47,13306,8,52,husongyuan,BLUE,111,坦克,60,0,,0,,0,BLUE,90044,T80,T80,2,60,6,6,0,1,3,17,90045,0,0,10,0,0,18,16,2018-05-30 15:10:56,0,0,0,30,0,4,1,0,0,0,0,0,0,0,0,0,0,1,26,0,8,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"36, 43",推演室8,2018530151435
48,13307,8,52,husongyuan,BLUE,112,坦克,60,0,,0,,0,BLUE,90046,T80,T80,2,120,6,6,0,3,3,0,90045,0,0,10,0,0,18,20,2018-05-30 15:10:46,0,0,0,30,0,4,1,0,0,0,0,0,0,0,0,0,0,1,26,0,8,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"36, 43",推演室8,2018530151435
49,13309,8,52,,BLUE,121,战车,32,0,"BIA-AK,COD-M4,BIA-98,COD-98",0,步兵小队,1,BLUE,80055,BMPIQ,BMP,2,0,7,7,0,3,3,0,80057,0,0,8,0,0,8,0,2018-05-30 14:55:24,0,0,0,30,0,3,0,0,4,0,0,0,0,0,0,0,0,1,40,4,14,2,0,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"54, 56, 43, 69",推演室8,2018530151435
50,13311,8,52,,BLUE,122,战车,32,0,"BIA-AK,COD-M4,BIA-98,COD-98",0,步兵小队,1,BLUE,80054,BMPIQ,BMP,2,120,7,7,0,3,3,0,80053,0,0,8,0,0,12,0,2018-05-30 15:01:54,0,0,0,30,0,3,0,0,4,0,0,0,0,0,0,0,0,1,40,4,14,2,0,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"54, 56, 43, 69",推演室8,2018530151435
51,13312,8,49,sd123,RED,111,重型坦克,57,0,,0,,0,RED,110036,M60A3,GYL,2,240,6,0,1,0,3,15,100035,0,0,9,0,0,15,0,2018-05-30 15:06:14,0,0,0,30,0,3,1,0,4,0,0,0,0,0,0,0,0,1,30,4,14,2,0,11,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"37, 43, 69",推演室8,2018530151435
52,13313,8,49,sd123,RED,112,重型坦克,57,0,,0,,0,RED,100047,M60A3,GYL,2,240,6,0,0,0,3,14,100046,0,0,9,0,0,13,0,2018-05-30 15:03:21,0,0,0,30,0,3,1,0,4,0,0,0,0,0,0,0,0,1,30,4,8,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"37, 43, 69",推演室8,2018530151435
53,13315,8,49,,RED,121,中型战车,63,0,"PLA-95,PLA-98",0,步兵小队,1,RED,90046,LAV,09,2,0,6,6,0,0,3,0,80047,0,0,6,0,0,13,0,2018-05-30 15:03:00,1,0,0,25,0,2,0,0,4,0,0,0,0,0,0,0,0,1,40,4,8,3,0,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"56, 43, 69",推演室8,2018530151435
54,13317,8,49,,RED,122,中型战车,63,0,"PLA-95,PLA-98",0,步兵小队,1,RED,60034,LAV,09,2,180,6,2,0,0,3,0,60032,0,0,6,0,0,11,0,2018-05-30 15:00:01,0,0,0,25,0,2,0,0,4,0,0,0,0,0,0,0,0,1,40,4,8,3,1,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"56, 43, 69",推演室8,2018530151435
55,13517,8,52,husongyuan,BLUE,121,步兵小队,6,0,,0,,0,BLUE,80059,BIA-98,BIA98,1,0,3,3,0,3,3,0,0,0,0,4,0,13308,8,0,1900-01-01 00:00:00,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室8,2018530151435
56,13523,8,49,sd123,RED,122,步兵小队,1,0,,0,,0,RED,60032,PLA-98,PLA98,1,223,3,3,0,3,3,0,0,0,0,4,0,13316,11,17,1900-01-01 00:00:00,0,0,0,40,0,0,0,0,3,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室8,2018530151435
57,13524,8,52,husongyuan,BLUE,122,步兵小队,6,0,,0,,0,BLUE,80053,BIA-98,BIA98,1,0,3,3,0,3,3,0,0,0,0,4,0,13310,12,0,1900-01-01 00:00:00,0,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室8,2018530151435
58,13538,8,49,sd123,RED,121,步兵小队,1,0,,0,,0,RED,80047,PLA-98,PLA98,1,300,3,3,0,2,3,0,0,0,0,4,0,13314,13,20,1900-01-01 00:00:00,0,0,0,40,0,0,0,0,3,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,10,0,5000,1,0,0,0,6,7,0,0,0,10,25,0,0,0,"35, 29, 71",推演室8,2018530151435
59,13234,2,34,ymc,BLUE,111,坦克,60,0,,0,,0,BLUE,90050,T80,T80,2,240,6,0,0,0,3,0,80049,0,0,10,0,0,18,18,2018-05-30 15:15:51,0,0,0,30,0,4,1,0,0,0,0,0,0,0,0,0,0,1,29,0,8,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"36, 43",推演室2,201853015202
60,13235,2,34,ymc,BLUE,112,坦克,60,0,,0,,0,BLUE,90050,T80,T80,2,60,6,0,0,2,3,0,90051,0,0,10,0,0,20,20,2018-05-30 15:18:57,0,0,0,30,0,4,1,0,0,0,0,0,0,0,0,0,0,1,26,0,8,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"36, 43",推演室2,201853015202
61,13237,2,34,,BLUE,121,战车,32,13236,"BIA-AK,COD-M4,BIA-98,COD-98",1,步兵小队,1,BLUE,80072,BMPIQ,BMP,2,356,7,7,0,3,3,0,80073,0,0,8,0,0,2,7,2018-05-30 14:51:51,0,0,0,30,0,3,0,0,2,0,0,0,0,0,0,0,0,1,40,4,0,2,0,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"54, 56, 43, 69",推演室2,201853015202
62,13239,2,34,,BLUE,122,战车,32,0,"BIA-AK,COD-M4,BIA-98,COD-98",0,步兵小队,1,BLUE,80049,BMPIQ,BMP,2,300,7,7,0,0,3,0,80050,0,0,8,0,0,10,0,2018-05-30 15:03:54,0,0,0,30,0,3,0,0,4,0,0,0,0,0,0,0,0,1,40,4,8,2,0,0,40,0,6000,1,0,0,0,10,8,0,0,0,10,25,0,0,0,"54, 56, 43, 69",推演室2,201853015202
63,13240,2,35,杨帆,RED,111,重型坦克,57,0,,0,,0,RED,90048,M60A3,GYL,2,180,6,3,0,0,3,0,90046,0,0,9,0,0,15,13,2018-05-30 15:11:51,0,0,0,30,0,3,1,0,4,0,0,0,0,0,0,0,0,1,28,4,14,2,0,0,30,0,6000,1,0,0,0,10,10,0,0,0,10,25,0,0,0,"37, 43, 69",推演室2,201853015202
