RoomID,MapID,MapID2,Elevation,Note,Cond,ObjStep,GridID,GridType,GroundID
83,110038,"(22, 19)",119.0,,0,1,0,0,30
83,110046,"(22, 23)",117.03,,7,1,0,0,30
83,120018,"(24, 9)",123.56,,0,1,0,0,30
83,120026,"(24, 13)",121.15,,0,1,0,0,30
83,120039,"(25, 19)",117.57,,0,1,0,0,30
83,120044,"(24, 22)",115.69,,0,1,28,2,30
83,130006,"(26, 3)",127.84,,0,1,0,0,40
83,130016,"(26, 8)",123.07,,0,1,0,0,30
83,130022,"(26, 11)",122.76,,0,1,0,0,30
83,130027,"(27, 13)",122.1,,0,1,0,0,30
83,130042,"(26, 21)",120.3,,0,1,0,0,30
83,130045,"(27, 22)",116.05,,0,1,0,0,30
83,140033,"(29, 16)",117.14,,0,1,0,0,30
83,150002,"(30, 1)",126.03,,0,1,0,0,40
83,150019,"(31, 9)",118.32,,0,1,0,0,30
83,150022,"(30, 11)",120.0,,0,1,0,0,30
83,150036,"(30, 18)",115.0,,0,1,67,2,30
83,150037,"(31, 18)",115.23,,0,1,66,2,30
83,150042,"(30, 21)",113.44,,0,1,0,0,20
83,160002,"(32, 1)",124.37,,0,1,0,0,30
83,160005,"(33, 2)",124.65,,0,1,0,0,40
83,160010,"(32, 5)",124.3,,0,1,0,0,30
83,160017,"(33, 8)",123.94,,0,1,0,0,30
83,160024,"(32, 12)",118.46,,0,1,40,2,30
83,160025,"(33, 12)",118.18,,0,1,26,2,30
83,160033,"(33, 16)",119.2,,7,1,0,0,30
83,170042,"(34, 21)",114.0,,0,1,0,0,20
83,170051,"(35, 25)",109.06,,0,1,0,0,20
83,180000,"(36, 0)",125.59,,0,1,0,0,40
83,180004,"(36, 2)",125.41,,7,1,34,2,40
83,180041,"(37, 20)",113.9,,0,1,54,2,20
83,180053,"(37, 26)",111.0,,0,1,0,0,20
83,190030,"(38, 15)",117.73,,0,1,0,0,30
83,190053,"(39, 26)",109.42,,0,1,0,0,20
83,200021,"(41, 10)",118.42,,7,1,0,0,30
83,200040,"(40, 20)",114.18,,0,1,0,0,20
83,200041,"(41, 20)",113.14,,0,1,0,0,20
83,200050,"(40, 25)",109.38,,0,1,0,0,20
83,210007,"(43, 3)",119.94,,0,1,0,0,30
83,210008,"(42, 4)",120.48,,0,1,28,2,30
83,210011,"(43, 5)",118.26,,0,1,0,0,30
83,210030,"(42, 15)",114.97,,0,1,0,0,30
83,210048,"(42, 24)",110.0,,0,1,0,0,20
83,220030,"(44, 15)",114.82,,0,1,0,0,30
83,220035,"(45, 17)",112.93,,0,1,0,0,20
83,220039,"(45, 19)",112.03,,0,1,0,0,20
83,220052,"(44, 26)",109.08,,0,1,0,0,20
83,230001,"(47, 0)",118.0,,0,1,0,0,30
83,230005,"(47, 2)",118.34,,0,1,0,0,30
83,230017,"(47, 8)",117.13,,0,1,0,0,30
83,230029,"(47, 14)",114.0,,0,1,0,0,20
83,230040,"(46, 20)",111.08,,0,1,28,2,20
83,230049,"(47, 24)",110.7,,0,1,0,0,20
83,240008,"(48, 4)",117.25,,0,1,0,0,30
83,240036,"(48, 18)",111.69,,0,1,0,0,20
83,240049,"(49, 24)",108.25,,0,1,0,0,20
83,250009,"(51, 4)",116.52,,7,1,34,2,30
83,250010,"(50, 5)",119.79,,0,3,51,3,30
83,250038,"(50, 19)",109.86,,0,1,67,2,20
83,250044,"(50, 22)",110.26,,0,1,0,0,20
83,260009,"(53, 4)",115.57,,0,1,0,0,30
83,260031,"(53, 15)",111.43,,0,1,0,0,20
83,260032,"(52, 16)",112.1,,0,1,53,2,20
83,260042,"(52, 21)",109.49,,0,1,0,0,20
83,260050,"(52, 25)",106.03,,0,1,28,2,20
83,270002,"(54, 1)",117.57,,0,1,0,0,30
83,270018,"(54, 9)",117.4,,0,1,0,0,30
83,270032,"(54, 16)",111.08,,0,1,0,0,20
83,280003,"(57, 1)",117.55,,7,1,40,2,30
83,280028,"(56, 14)",111.09,,0,1,0,0,20
83,280047,"(57, 23)",106.02,,0,1,0,0,20
83,280050,"(56, 25)",105.68,,0,1,0,0,20
83,280051,"(57, 25)",105.0,,0,1,0,0,20
83,290006,"(58, 3)",117.0,,0,1,0,0,30
83,290018,"(58, 9)",111.6,,0,1,0,0,20
83,290021,"(59, 10)",109.81,,0,1,0,0,20
83,290024,"(58, 12)",111.48,,0,1,32,2,20
83,290044,"(58, 22)",109.38,,7,1,28,2,20
83,300004,"(60, 2)",115.68,,0,1,0,0,30
83,300008,"(60, 4)",116.0,,0,1,0,0,30
83,300014,"(60, 7)",113.0,,0,1,0,0,20
83,300022,"(60, 11)",109.94,,0,1,0,0,20
83,300025,"(61, 12)",110.25,,0,1,0,0,20
83,300035,"(61, 17)",110.41,,0,1,0,0,20
83,300050,"(60, 25)",106.94,,0,3,51,3,20
83,320011,"(65, 5)",115.83,,0,1,0,0,30
83,320016,"(64, 8)",112.82,,0,1,0,0,20
83,320040,"(64, 20)",108.1,,0,1,0,0,20
83,61,"(1, 30)",116.51,,0,1,0,0,30
83,67,"(1, 33)",111.93,,0,1,0,0,20
83,82,"(0, 41)",112.47,,0,1,0,0,20
83,91,"(1, 45)",106.99,,0,1,67,2,20
83,10061,"(3, 30)",120.23,,0,1,0,0,30
83,10070,"(2, 35)",112.0,,0,1,0,0,20
83,10082,"(2, 41)",111.14,,0,1,0,0,20
83,20087,"(5, 43)",114.92,,0,1,0,0,30
83,30076,"(6, 38)",118.41,,0,1,0,0,30
83,30102,"(6, 51)",100.78,,0,3,51,3,10
83,30103,"(7, 51)",102.05,,0,3,51,3,10
83,30104,"(6, 52)",105.21,,0,3,51,3,20
83,30106,"(6, 53)",104.34,,0,1,0,0,10
83,40054,"(8, 27)",118.33,,0,1,0,0,30
83,40055,"(9, 27)",118.42,,0,1,0,0,30
83,40056,"(8, 28)",117.43,,0,1,40,2,30
83,40057,"(9, 28)",117.0,,0,1,39,2,30
83,40058,"(8, 29)",117.35,,0,1,0,0,30
83,40059,"(9, 29)",116.22,,0,1,0,0,30
83,40060,"(8, 30)",117.9,,0,1,0,0,30
83,40062,"(8, 31)",116.41,,0,1,0,0,30
83,40063,"(9, 31)",112.06,,0,1,0,0,20
83,40064,"(8, 32)",113.15,,0,1,0,0,20
83,40065,"(9, 32)",112.0,,0,1,0,0,20
83,40066,"(8, 33)",112.78,,0,1,0,0,20
83,40067,"(9, 33)",111.93,,0,1,0,0,20
83,40068,"(8, 34)",112.29,,0,1,0,0,20
83,21,"(1, 10)",134.86,,0,1,0,0,50
83,38,"(0, 19)",127.3,,7,1,0,0,40
83,10012,"(2, 6)",141.55,,0,1,26,2,50
83,10040,"(2, 20)",124.0,,0,1,0,0,30
83,20035,"(5, 17)",126.07,,0,1,66,2,40
83,10025,"(3, 12)",143.64,,0,1,0,0,50
83,10034,"(2, 17)",129.0,,0,1,67,2,40
83,10051,"(3, 25)",120.38,,0,1,27,2,30
83,20005,"(5, 2)",154.16,,0,1,27,2,60
83,30004,"(6, 2)",148.06,,0,1,27,2,60
83,30023,"(7, 11)",142.09,,0,1,0,0,50
83,40010,"(8, 5)",141.65,,0,1,26,2,50
83,40014,"(8, 7)",134.41,,0,1,0,0,40
83,40021,"(9, 10)",134.86,,0,1,40,2,50
83,40029,"(9, 14)",129.69,,0,1,0,0,40
83,40034,"(8, 17)",128.93,,7,1,151,2,40
83,40044,"(8, 22)",124.73,,7,1,0,0,40
83,50008,"(10, 4)",139.14,,0,1,0,0,50
83,50037,"(11, 18)",123.68,,0,1,0,0,30
83,50043,"(11, 21)",120.69,,0,1,0,0,30
83,40,"(0, 20)",123.53,,0,1,0,0,30
83,52,"(0, 26)",118.35,,0,1,0,0,30
83,10023,"(3, 11)",142.09,,0,1,0,0,50
83,10046,"(2, 23)",125.24,,0,1,0,0,40
83,20023,"(5, 11)",140.6,,0,1,0,0,50
83,20032,"(4, 16)",127.93,,0,1,0,0,40
83,40040,"(8, 20)",123.53,,0,1,0,0,30
83,60011,"(13, 5)",139.54,,0,1,0,0,50
83,60041,"(13, 20)",120.19,,0,1,0,0,30
83,60046,"(12, 23)",119.61,,0,1,0,0,30
83,60047,"(13, 23)",119.85,,0,1,0,0,30
83,60052,"(12, 26)",119.3,,0,1,0,0,30
83,70010,"(14, 5)",137.83,,0,1,0,0,50
83,80018,"(16, 9)",129.33,,7,1,0,0,40
83,80034,"(16, 17)",122.11,,0,1,0,0,30
83,80040,"(16, 20)",120.95,,0,1,28,2,30
83,80041,"(17, 20)",120.72,,0,1,0,0,30
83,80050,"(16, 25)",120.0,,7,1,0,0,30
83,80051,"(17, 25)",119.52,,7,1,0,0,30
83,80052,"(16, 26)",119.0,,7,1,0,0,30
83,80053,"(17, 26)",118.67,,0,3,51,3,30
83,90013,"(19, 6)",127.0,,0,1,0,0,40
83,90020,"(18, 10)",127.16,,7,1,0,0,40
83,90025,"(19, 12)",125.03,,0,1,0,0,40
83,90027,"(19, 13)",122.01,,0,1,0,0,30
83,90037,"(19, 18)",118.79,,0,1,0,0,30
83,90040,"(18, 20)",123.19,,7,1,0,0,30
83,100024,"(20, 12)",126.77,,7,1,128,2,40
83,100047,"(21, 23)",116.83,,0,3,51,3,30
83,110012,"(22, 6)",125.63,,0,1,0,0,40
83,110015,"(23, 7)",125.66,,0,1,0,0,40
83,110026,"(22, 13)",122.11,,0,1,0,0,30
83,110030,"(22, 15)",121.43,,0,3,51,3,30
83,120003,"(25, 1)",129.06,,7,1,28,2,40
83,120017,"(25, 8)",123.94,,0,1,0,0,30
83,120024,"(24, 12)",121.81,,0,1,26,2,30
83,130025,"(27, 12)",121.92,,0,1,0,0,30
83,130031,"(27, 15)",119.8,,0,1,26,2,30
83,130036,"(26, 18)",118.83,,0,1,66,2,30
83,130046,"(26, 23)",115.75,,0,1,0,0,30
83,140007,"(29, 3)",125.38,,0,1,31,2,40
83,140040,"(28, 20)",118.57,,7,1,0,0,30
83,140045,"(29, 22)",116.68,,0,1,0,0,30
83,140046,"(28, 23)",115.33,,0,1,0,0,30
83,150014,"(30, 7)",121.94,,0,1,0,0,30
83,150015,"(31, 7)",122.74,,0,1,0,0,30
83,150045,"(31, 22)",115.32,,0,1,0,0,30
83,160001,"(33, 0)",127.2,,0,1,0,0,40
83,160011,"(33, 5)",122.98,,0,1,0,0,30
83,160013,"(33, 6)",122.34,,0,1,0,0,30
83,160032,"(32, 16)",118.27,,0,1,0,0,30
83,170018,"(34, 9)",122.0,,0,1,0,0,30
83,170028,"(34, 14)",121.14,,0,1,0,0,30
83,170029,"(35, 14)",118.69,,0,1,0,0,30
83,170033,"(35, 16)",116.23,,0,1,0,0,30
83,170036,"(34, 18)",117.14,,0,1,67,2,30
83,180044,"(36, 22)",113.85,,0,1,0,0,20
83,180049,"(37, 24)",111.43,,0,1,0,0,20
83,190006,"(38, 3)",123.66,,0,3,51,3,30
83,190014,"(38, 7)",121.33,,0,1,53,2,30
83,190033,"(39, 16)",116.26,,7,1,31,2,30
83,200008,"(40, 4)",121.0,,0,1,0,0,30
83,200048,"(40, 24)",108.99,,0,1,0,0,20
83,210020,"(42, 10)",118.54,,0,1,28,2,30
83,210025,"(43, 12)",117.38,,7,1,0,0,30
83,220006,"(44, 3)",120.29,,0,1,0,0,30
83,220016,"(44, 8)",117.8,,0,1,0,0,30
83,220034,"(44, 17)",111.68,,0,1,0,0,20
83,220041,"(45, 20)",111.73,,0,1,0,0,20
83,230000,"(46, 0)",119.09,,0,1,0,0,30
83,230044,"(46, 22)",108.72,,0,1,28,2,20
83,240012,"(48, 6)",117.31,,0,1,0,0,30
83,240033,"(49, 16)",111.18,,0,1,0,0,20
83,240043,"(49, 21)",108.9,,0,1,0,0,20
83,240052,"(48, 26)",106.6,,0,1,0,0,20
83,260046,"(52, 23)",108.92,,0,1,102,2,20
83,260047,"(53, 23)",108.13,,0,1,0,0,20
83,270024,"(54, 12)",111.25,,0,1,0,0,20
83,270039,"(55, 19)",110.51,,7,1,67,2,20
83,280025,"(57, 12)",113.51,,0,1,0,0,20
83,280052,"(56, 26)",105.7,,0,1,40,2,20
83,290028,"(58, 14)",111.0,,0,1,0,0,20
83,290032,"(58, 16)",110.71,,0,1,0,0,20
83,290053,"(59, 26)",108.91,,0,3,51,3,20
83,300012,"(60, 6)",114.93,,0,1,0,0,30
83,300028,"(60, 14)",110.59,,0,1,0,0,20
83,300045,"(61, 22)",107.32,,0,1,73,2,20
83,300048,"(60, 24)",106.71,,0,3,51,3,20
83,310004,"(62, 2)",116.84,,0,1,0,0,30
83,310012,"(62, 6)",114.52,,0,1,0,0,30
83,310020,"(62, 10)",111.16,,0,1,0,0,20
83,310026,"(62, 13)",110.27,,0,1,0,0,20
83,310041,"(63, 20)",106.19,,0,1,0,0,20
83,310052,"(62, 26)",104.33,,0,1,0,0,10
83,320001,"(65, 0)",118.76,,7,1,40,2,30
83,320007,"(65, 3)",115.93,,0,1,0,0,30
83,320020,"(64, 10)",112.61,,7,1,0,0,20
83,320025,"(65, 12)",113.1,,0,1,0,0,20
83,320043,"(65, 21)",108.88,,0,1,0,0,20
83,320045,"(65, 22)",108.36,,0,1,0,0,20
83,320047,"(65, 23)",109.36,,0,1,0,0,20
83,320050,"(64, 25)",107.96,,0,1,0,0,20
83,320052,"(64, 26)",105.98,,0,1,0,0,20
83,57,"(1, 28)",117.0,,0,1,0,0,30
83,64,"(0, 32)",113.15,,0,1,0,0,20
83,66,"(0, 33)",112.78,,0,1,0,0,20
83,69,"(1, 34)",111.72,,0,1,0,0,20
83,71,"(1, 35)",112.57,,0,1,0,0,20
83,79,"(1, 39)",113.35,,0,1,0,0,20
83,78,"(0, 39)",112.37,,0,1,0,0,20
83,87,"(1, 43)",111.33,,0,1,0,0,20
83,10054,"(2, 27)",118.05,,0,1,0,0,30
83,10059,"(3, 29)",121.52,,0,1,0,0,30
83,10063,"(3, 31)",118.83,,0,1,0,0,30
83,10067,"(3, 33)",112.41,,0,1,0,0,20
83,10068,"(2, 34)",112.04,,0,1,0,0,20
83,10074,"(2, 37)",115.49,,0,1,0,0,30
83,10084,"(2, 42)",111.26,,0,1,0,0,20
83,10086,"(2, 43)",110.06,,0,1,0,0,20
83,10087,"(3, 43)",110.96,,0,1,0,0,20
83,20054,"(4, 27)",120.95,,0,1,0,0,30
83,20055,"(5, 27)",121.51,,7,1,34,2,30
83,20056,"(4, 28)",120.97,,7,3,51,3,30
83,20063,"(5, 31)",115.35,,0,1,0,0,30
83,20064,"(4, 32)",115.84,,0,1,0,0,30
83,20067,"(5, 33)",115.0,,0,1,0,0,30
83,20071,"(5, 35)",120.04,,0,1,0,0,30
83,20081,"(5, 40)",110.33,,0,1,0,0,20
83,20086,"(4, 43)",113.62,,0,1,61,2,20
83,20088,"(4, 44)",111.6,,0,1,58,2,20
83,20099,"(5, 49)",103.9,,0,3,51,3,10
83,20103,"(5, 51)",102.78,,7,1,28,2,10
83,30058,"(6, 29)",123.57,,7,1,39,2,30
83,30061,"(7, 30)",120.23,,0,1,0,0,30
83,14,"(0, 7)",134.41,,0,1,0,0,40
83,50,"(0, 25)",122.74,,0,1,0,0,30
83,10021,"(3, 10)",143.09,,0,1,0,0,50
83,20002,"(4, 1)",156.22,,0,1,0,0,70
83,49,"(1, 24)",119.59,,0,1,0,0,30
83,53,"(1, 26)",119.0,,0,1,27,2,30
83,20053,"(5, 26)",120.11,,0,1,0,0,30
83,30019,"(7, 9)",144.54,,0,1,0,0,60
83,30034,"(6, 17)",129.0,,7,1,67,2,40
83,40001,"(9, 0)",145.62,,0,1,0,0,60
83,40006,"(8, 3)",142.27,,0,1,0,0,50
83,40047,"(9, 23)",120.72,,0,1,40,2,30
83,50019,"(11, 9)",129.05,,0,1,0,0,40
83,60004,"(12, 2)",137.58,,0,1,0,0,50
83,16,"(0, 8)",135.35,,0,1,0,0,50
83,10039,"(3, 19)",124.98,,0,1,0,0,40
83,20009,"(5, 4)",152.15,,0,1,27,2,60
83,30008,"(6, 4)",146.7,,0,1,40,2,60
83,30031,"(7, 15)",132.18,,7,1,0,0,40
83,60021,"(13, 10)",127.56,,0,1,0,0,40
83,60036,"(12, 18)",122.86,,0,1,66,2,30
83,60040,"(12, 20)",121.91,,0,1,0,0,30
83,60044,"(12, 22)",119.69,,0,1,0,0,30
83,60051,"(13, 25)",118.24,,0,1,0,0,30
83,70043,"(15, 21)",121.0,,0,1,0,0,30
83,70044,"(14, 22)",120.26,,0,1,0,0,30
83,70048,"(14, 24)",118.83,,0,1,40,2,30
83,70050,"(14, 25)",118.47,,0,1,0,0,30
83,80015,"(17, 7)",127.69,,0,1,0,0,40
83,80020,"(16, 10)",129.75,,7,1,26,2,40
83,80033,"(17, 16)",122.0,,0,1,0,0,30
83,90003,"(19, 1)",131.88,,0,1,0,0,40
83,90011,"(19, 5)",128.0,,0,1,0,0,40
83,90024,"(18, 12)",125.1,,0,1,0,0,40
83,90029,"(19, 14)",122.0,,0,1,128,2,30
83,90039,"(19, 19)",118.57,,0,1,0,0,30
83,100037,"(21, 18)",120.27,,0,1,0,0,30
83,100048,"(20, 24)",116.01,,0,1,0,0,30
83,110007,"(23, 3)",128.71,,0,1,0,0,40
83,110029,"(23, 14)",122.31,,7,1,33,2,30
83,110034,"(22, 17)",121.7,,0,3,51,3,30
83,110040,"(22, 20)",119.09,,7,1,0,0,30
83,110051,"(23, 25)",115.73,,0,1,0,0,30
83,120005,"(25, 2)",128.74,,0,1,28,2,40
83,120023,"(25, 11)",122.43,,0,1,0,0,30
83,120038,"(24, 19)",117.91,,0,1,0,0,30
83,120043,"(25, 21)",115.17,,0,1,0,0,30
83,120051,"(25, 25)",115.06,,0,1,54,2,30
83,130000,"(26, 0)",128.56,,0,1,0,0,40
83,130005,"(27, 2)",128.62,,0,1,0,0,40
83,130010,"(26, 5)",126.42,,0,1,0,0,40
83,130028,"(26, 14)",121.38,,0,1,0,0,30
83,130041,"(27, 20)",119.64,,0,3,51,3,30
83,130049,"(27, 24)",115.74,,0,1,54,2,30
83,140009,"(29, 4)",123.19,,0,1,0,0,30
83,140011,"(29, 5)",125.0,,0,1,0,0,40
83,140022,"(28, 11)",121.06,,0,1,28,2,30
83,140025,"(29, 12)",121.11,,0,1,39,2,30
83,140029,"(29, 14)",119.55,,0,1,0,0,30
83,140042,"(28, 21)",117.64,,7,1,0,0,30
83,140043,"(29, 21)",116.14,,0,1,0,0,30
83,150017,"(31, 8)",119.85,,0,1,0,0,30
83,160000,"(32, 0)",129.0,,0,1,0,0,40
83,160022,"(32, 11)",118.06,,0,1,0,0,30
83,160029,"(33, 14)",120.45,,0,1,0,0,30
83,160036,"(32, 18)",115.32,,0,1,67,2,30
83,170031,"(35, 15)",117.06,,0,1,0,0,30
83,170038,"(34, 19)",116.14,,0,1,0,0,30
83,180010,"(36, 5)",125.44,,7,1,28,2,40
83,180028,"(36, 14)",118.42,,0,1,33,2,30
83,180037,"(37, 18)",116.83,,0,1,107,2,30
83,190001,"(39, 0)",121.2,,0,1,0,0,30
83,190003,"(39, 1)",121.13,,0,1,40,2,30
83,190009,"(39, 4)",121.89,,0,1,0,0,30
83,190018,"(38, 9)",121.33,,0,1,0,0,30
83,210009,"(43, 4)",120.32,,0,1,0,0,30
83,210041,"(43, 20)",110.63,,0,1,0,0,20
83,220001,"(45, 0)",117.2,,0,1,0,0,30
83,220018,"(44, 9)",117.93,,0,1,0,0,30
83,220036,"(44, 18)",111.04,,0,1,0,0,20
83,220037,"(45, 18)",112.16,,7,1,67,2,20
83,220053,"(45, 26)",109.0,,7,1,0,0,20
83,230030,"(46, 15)",112.53,,0,1,28,2,20
83,230037,"(47, 18)",112.69,,7,1,0,0,20
83,230051,"(47, 25)",107.03,,0,1,0,0,20
83,240018,"(48, 9)",115.83,,0,1,0,0,30
83,240024,"(48, 12)",115.0,,0,1,0,0,30
83,240035,"(49, 17)",109.99,,0,1,0,0,20
83,250004,"(50, 2)",117.0,,0,1,0,0,30
83,250023,"(51, 11)",115.69,,0,1,0,0,30
83,250030,"(50, 15)",113.86,,0,1,53,2,20
83,260016,"(52, 8)",114.73,,0,1,0,0,30
83,260052,"(52, 26)",106.51,,0,1,46,2,20
83,270031,"(55, 15)",112.0,,0,1,0,0,20
83,270048,"(54, 24)",108.13,,0,1,0,0,20
83,280007,"(57, 3)",116.44,,0,1,0,0,30
83,280027,"(57, 13)",111.58,,0,1,0,0,20
83,280042,"(56, 21)",108.52,,0,1,0,0,20
83,280046,"(56, 23)",105.4,,0,1,0,0,20
83,290023,"(59, 11)",110.66,,0,1,0,0,20
83,300019,"(61, 9)",111.61,,0,1,0,0,20
83,300034,"(60, 17)",111.56,,7,1,28,2,20
83,310014,"(62, 7)",113.03,,0,1,0,0,20
83,310023,"(63, 11)",109.87,,0,1,0,0,20
83,310028,"(62, 14)",109.99,,0,1,0,0,20
83,310030,"(62, 15)",108.53,,0,1,0,0,20
83,310031,"(63, 15)",106.6,,0,1,0,0,20
83,310036,"(62, 18)",109.0,,0,1,0,0,20
83,310043,"(63, 21)",109.02,,0,1,0,0,20
83,310044,"(62, 22)",109.52,,0,1,0,0,20
83,310045,"(63, 22)",108.0,,0,1,0,0,20
83,310047,"(63, 23)",108.0,,0,1,53,2,20
83,320002,"(64, 1)",119.56,,7,1,39,2,30
83,320024,"(64, 12)",110.13,,0,1,0,0,20
83,320026,"(64, 13)",110.08,,0,1,0,0,20
83,320027,"(65, 13)",112.11,,0,1,0,0,20
83,320048,"(64, 24)",108.28,,0,1,53,2,20
83,58,"(0, 29)",117.35,,0,1,0,0,30
83,56,"(0, 28)",117.43,,0,1,0,0,30
83,70,"(0, 35)",112.96,,0,1,0,0,20
83,76,"(0, 38)",113.09,,0,1,0,0,20
83,81,"(1, 40)",113.97,,0,1,0,0,20
83,84,"(0, 42)",110.49,,0,1,0,0,20
83,86,"(0, 43)",109.95,,0,1,0,0,20
83,89,"(1, 44)",109.12,,0,1,0,0,20
83,94,"(0, 47)",106.35,,0,1,0,0,20
83,98,"(0, 49)",103.65,,0,1,0,0,10
83,103,"(1, 51)",104.26,,0,1,0,0,10
83,104,"(0, 52)",102.14,,0,1,0,0,10
83,106,"(0, 53)",102.05,,0,1,0,0,10
83,10056,"(2, 28)",119.94,,0,1,0,0,30
83,10080,"(2, 40)",113.21,,0,1,0,0,20
83,10081,"(3, 40)",113.17,,0,1,0,0,20
83,10093,"(3, 46)",106.97,,0,1,0,0,20
83,10096,"(2, 48)",105.49,,0,1,0,0,20
83,10097,"(3, 48)",102.15,,0,1,0,0,10
83,10099,"(3, 49)",100.46,,0,1,0,0,10
83,10100,"(2, 50)",102.74,,0,1,0,0,10
83,10103,"(3, 51)",102.05,,0,1,0,0,10
83,20060,"(4, 30)",116.5,,0,1,0,0,30
83,20062,"(4, 31)",115.84,,0,1,0,0,30
83,20068,"(4, 34)",114.89,,0,1,0,0,30
83,20073,"(5, 36)",125.17,,0,1,0,0,40
83,20074,"(4, 37)",127.09,,0,1,0,0,40
83,20075,"(5, 37)",126.76,,0,1,0,0,40
83,20079,"(5, 39)",112.0,,0,1,0,0,20
83,20084,"(4, 42)",112.42,,0,1,0,0,20
83,20089,"(5, 44)",107.21,,0,1,0,0,20
83,20091,"(5, 45)",106.0,,0,1,67,2,20
83,20093,"(5, 46)",105.87,,0,1,0,0,20
83,20096,"(4, 48)",105.05,,0,1,0,0,20
83,20102,"(4, 51)",102.72,,0,3,51,3,10
83,20104,"(4, 52)",103.18,,0,1,0,0,10
83,20106,"(4, 53)",101.0,,0,1,0,0,10
83,10004,"(2, 2)",148.06,,0,1,0,0,60
83,10020,"(2, 10)",147.28,,0,1,0,0,60
83,20036,"(4, 18)",125.8,,0,1,0,0,40
83,34,"(0, 17)",128.93,,0,1,67,2,40
83,20004,"(4, 2)",153.09,,0,1,0,0,60
83,30015,"(7, 7)",137.54,,0,1,0,0,50
83,40002,"(8, 1)",142.2,,0,1,0,0,50
83,40005,"(9, 2)",139.15,,0,1,0,0,50
83,40009,"(9, 4)",143.64,,0,1,0,0,50
83,40011,"(9, 5)",141.89,,0,1,26,2,50
83,40019,"(9, 9)",134.28,,0,1,0,0,40
83,40022,"(8, 11)",138.69,,0,1,128,2,50
83,40031,"(9, 15)",128.08,,0,1,0,0,40
83,40033,"(9, 16)",126.29,,7,1,0,0,40
83,40039,"(9, 19)",123.95,,0,1,0,0,30
83,40043,"(9, 21)",121.15,,0,1,0,0,30
83,40053,"(9, 26)",119.0,,0,1,0,0,30
83,50053,"(11, 26)",118.67,,0,1,0,0,30
83,43,"(1, 21)",121.15,,0,1,0,0,30
83,10016,"(2, 8)",142.67,,0,1,0,0,50
83,10049,"(3, 24)",124.82,,0,1,0,0,40
83,20020,"(4, 10)",145.15,,0,1,44,2,60
83,20034,"(4, 17)",124.72,,0,1,67,2,40
83,20048,"(4, 24)",124.0,,7,1,34,2,30
83,30014,"(6, 7)",139.74,,0,1,0,0,50
83,30048,"(6, 24)",124.8,,7,1,114,2,40
83,40045,"(9, 22)",122.87,,0,1,0,0,30
83,60019,"(13, 9)",127.02,,0,1,0,0,40
83,60027,"(13, 13)",127.65,,7,1,0,0,40
83,60029,"(13, 14)",126.0,,7,1,27,2,40
83,70006,"(14, 3)",134.93,,0,1,0,0,50
83,70038,"(14, 19)",122.14,,0,1,0,0,30
83,70051,"(15, 25)",118.16,,0,1,28,2,30
83,80001,"(17, 0)",134.0,,0,1,0,0,40
83,80011,"(17, 5)",128.61,,0,1,0,0,40
83,80017,"(17, 8)",125.85,,0,1,33,2,40
83,80023,"(17, 11)",127.55,,7,1,28,2,40
83,80031,"(17, 15)",123.55,,0,1,0,0,30
